Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Luis García Jr. ","WSN","2B",236.3800048828125,539,3.1758455410272,-4.84044079599183,-8.82609150014148,0.920828208170422,-5.22831175349842,-14.7981703004341,13.743726498026598,-0.05444380240751445,"Luis Garcia Jr.","20391",671277
"Spencer Torkelson ","DET","1B",192.69000244140625,651,-9.39410895871039,0.691491542284547,-2.25783736050131,-5.14031949117919,1.36199718225182,-14.7387770858545,13.603923500163452,-0.13485358569107508,"Spencer Torkelson","27465",679529
"Willson Contreras ","STL","1B",215.5399932861328,595,-4.59827808607105,-0.889060554365846,-4.31041677913886,-3.74159309902159,-1.27412639204828,-14.8134749106456,13.603923500163452,-0.20955141048217762,"Willson Contreras","11609",575929
"Anthony Santander ","TOR","OF/DH",254.69000244140625,609,-8.12399233531696,-0.0987845060406497,-3.89990089541135,-5.14031949117919,2.02102807582684,-15.2419691521213,13.814289106390957,-0.4276800457303531,"Anthony Santander","14551",623993
"Francisco Alvarez ","NYM","C",186.0800018310547,467,-3.76622097034967,-6.02585486847963,-10.057639151324,-5.14031949117919,-1.27412639204828,-26.2641608733808,24.78789805156883,-0.4762628218119598,"Francisco Alvarez","26121",682626
"Ryan Jeffers ","MIN","C/DH",262.7699890136719,539,-3.72236292379772,-6.02585486847963,-7.59454384895895,-4.67407736045999,-4.5692808599234,-26.5861198616197,24.78789805156883,-0.7982218100508531,"Ryan Jeffers","24618",680777
"Brenton Doyle ","COL","OF",161.5399932861328,595,-4.37925965740562,-4.44530277182923,-6.36299619777642,3.25203886176643,-3.91024996634837,-15.8457697315932,13.814289106390957,-1.0314806252022626,"Brenton Doyle","25479",686668
"Wilyer Abreu ","BOS","OF",249.85000610351562,532,-2.67121942838732,-3.25988869934144,-6.36299619777642,-1.87662457614478,-1.9331572856233,-16.1038861872733,13.814289106390957,-1.2895970808823036,"Wilyer Abreu","23772",677800
"Daylen Lile ","WSN","OF",211.6199951171875,581,2.75979433282531,-4.84044079599183,-7.18402796523144,0.920828208170422,-7.86443532779852,-16.208281548026,13.814289106390957,-1.3939924416350955,"Daylen Lile","29995",695734
"Caleb Durbin ","MIL","3B",235.85000610351562,609,-1.07251853614275,-6.02585486847963,-6.36299619777642,5.11700738464323,-7.86443532779852,-16.2087975455541,13.100398860445114,-2.1083986851089684,"Caleb Durbin","29646",702332
"Spencer Steer ","CIN","1B",233.9199981689453,595,-5.75891947064356,-2.07447462685364,-5.13144854659389,-1.41038244542558,-2.59218817919832,-16.967413268715,13.603923500163452,-2.3634897685515486,"Spencer Steer","26323",668715
"Carlos Correa ","HOU","3B/SS",275.6199951171875,567,1.88381121952839,-3.25988869934144,-5.95248031404891,-5.60656162189839,-4.5692808599234,-17.5044002756837,13.937934068046204,-2.5664662076375437,"Carlos Correa","14162",621043
"Matt McLain ","CIN","2B",210.85000610351562,623,-7.029036094037,-5.23557882015443,-3.48938501168384,2.31955460032803,-3.91024996634837,-17.3446952918956,13.743726498026598,-2.600968793869017,"Matt McLain","29695",680574
"Ha-Seong Kim ","ATL","SS",262.30999755859375,602,-3.87560560780581,-7.21126894096742,-4.31041677913886,4.65076525392403,-7.20540443422349,-17.9519305082116,13.937934068046204,-3.0139964401653483,"Ha-Seong Kim","27506",673490
"Austin Wells ","NYY","C",249.4600067138672,495,-7.20433237819765,-6.81613091680482,-9.23660738386899,-3.27535096830239,-2.59218817919832,-29.1246098263722,24.78789805156883,-3.336711774803346,"Austin Wells","27562",669224
"Josh Bell ","MIN","1B/DH",451,574,-2.25510026916184,-2.46961265101624,-5.5419644303214,-5.14031949117919,-2.59218817919832,-17.999185020877,13.603923500163452,-3.395261520713544,"Josh Bell","13145",605137
"Brendan Donovan ","STL","2B",300.7699890136719,588,5.08107710197034,-9.18695906178041,-3.48938501168384,-2.80910883758319,-7.86443532779852,-18.2688111368756,13.743726498026598,-3.5250846388490222,"Brendan Donovan","24679",680977
"Otto Lopez ","MIA","2B/SS",218.69000244140625,602,2.54082120484228,-6.42099289264222,-8.00505973268646,1.85331246960882,-8.52346622137354,-18.5553851722511,13.937934068046204,-3.617451104204922,"Otto Lopez","19608",672640
"Jackson Holliday ","BAL","2B",143,581,-2.91206495379334,-9.58209708594301,-1.8473214767738,1.85331246960882,-5.88734264707344,-18.3755136939748,13.743726498026598,-3.631787195948175,"Jackson Holliday","31781",702616
"TJ Friedl ","CIN","OF",263.9200134277344,616,-3.17482817730474,-8.79182103761781,-1.02628970931878,-0.477898183987181,-5.22831175349842,-18.6991488617269,13.814289106390957,-3.884859755335981,"TJ Friedl","19522",670770
"Kerry Carpenter ","DET","OF/DH",221.30999755859375,497,-1.72957382213904,-3.65502672350404,-8.00505973268646,-5.14031949117919,-0.615095498473253,-19.145075267982,13.814289106390957,-4.330786161591024,"Kerry Carpenter","25961",681481
"Jorge Polanco ","NYM","2B/DH",255.30999755859375,525,-2.67121942838732,-3.65502672350404,-7.18402796523144,-3.74159309902159,-1.9331572856233,-19.1850245017677,13.743726498026598,-4.441298003741089,"Jorge Polanco","13152",593871
"Jung Hoo Lee ","SFG","OF",294.1499938964844,609,3.28538873087171,-9.18695906178041,-3.48938501168384,-0.944140314706382,-9.18249711494856,-19.5175927722475,13.814289106390957,-4.703303665856536,"Jung Hoo Lee","33824",808982
"Jac Caglianone ","KCR","OF",220.22999572753906,525,-1.33537236101894,-3.65502672350404,-8.00505973268646,-4.67407736045999,-1.9331572856233,-19.6026934632927,13.814289106390957,-4.7884043569017765,"Jac Caglianone","35041",695506
"Jakob Marsee ","MIA","OF",147.14999389648438,581,-7.13857928388151,-12.3480632550812,-3.07886912795633,10.7119129532736,-7.86443532779852,-19.7180340414439,13.814289106390957,-4.9037449350529485,"Jakob Marsee","31370",805300
"Jordan Beck ","COL","OF",213.30999755859375,567,-3.43763670149854,-5.23557882015443,-7.18402796523144,1.85331246960882,-5.88734264707344,-19.891273664349,13.814289106390957,-5.076984557958073,"Jordan Beck","31431",687597
"Andrew Vaughn ","MIL","1B",293.9200134277344,588,-3.54711194031946,-1.67933660269104,-6.36299619777642,-5.60656162189839,-2.59218817919832,-19.7881945418836,13.603923500163452,-5.184271041720187,"Andrew Vaughn","26197",683734
"Giancarlo Stanton ","NYY","OF/DH",266.0799865722656,469,-6.19700162865681,-2.07447462685364,-8.82609150014148,-5.60656162189839,2.68005896940187,-20.0240704081485,13.814289106390957,-5.209781301757508,"Giancarlo Stanton","4949",519317
"Marcell Ozuna ",,"DH",321.5400085449219,546,-4.59832338675345,-2.86475067517884,-5.95248031404891,-5.60656162189839,-0.615095498473253,-19.6372114963528,13.100398860445114,-5.536812635907726,"Marcell Ozuna","10324",542303
"Colson Montgomery ","CHW","SS",223.69000244140625,609,-10.7737687719483,-0.889060554365846,-5.5419644303214,-4.67407736045999,1.36199718225182,-20.5168739348437,13.937934068046204,-5.578939866797543,"Colson Montgomery","29712",695657
"Gabriel Moreno ","ARI","C",185.5399932861328,450,3.9860076089844,-9.97723511010561,-12.1102185699616,-4.20783522974079,-9.18249711494856,-31.4917784157721,24.78789805156883,-5.703880364203311,"Gabriel Moreno","22664",672515
"Andrés Giménez ","TOR","2B",298.30999755859375,581,-1.88279385580593,-7.60640696513002,-6.36299619777642,3.25203886176643,-7.86443532779852,-20.4645934847445,13.743726498026598,-5.72086698671786,"Andres Gimenez","19950",665926
"Joey Ortiz ","MIL","SS",409,630,-3.1090977333298,-6.02585486847963,-5.13144854659389,1.38707033888962,-7.86443532779852,-20.7437661373122,13.937934068046204,-5.8058320692660015,"Joey Ortiz","25493",687401
"Ramón Laureano ","SDP","OF",225.4600067138672,546,-4.46690779948595,-3.65502672350404,-7.59454384895895,-2.34286670686399,-2.59218817919832,-20.6515332580112,13.814289106390957,-5.837244151620289,"Ramon Laureano","17128",657656
"Samuel Basallo ","BAL","C",158.9199981689453,445,-4.07281959007184,-8.79182103761781,-10.878670918779,-4.20783522974079,-3.91024996634837,-31.8613967425579,24.78789805156883,-6.073498690989026,"Samuel Basallo","28824",694212
"Sal Stewart ","CIN","1B/3B",215.14999389648438,490,2.75970373146053,-6.42099289264222,-9.23660738386899,-2.80910883758319,-4.5692808599234,-20.2762862425573,13.100398860445114,-6.175887382112159,"Sal Stewart","31505",701398
"Munetaka Murakami ",,"1B/3B",247.30999755859375,525,-7.48901329981443,-4.84044079599183,-6.36299619777642,-1.87662457614478,0.0439353951017714,-20.5251394746257,13.100398860445114,-6.424740614180579,"Munetaka Murakami","sa3063258",
"Tommy Edman ","LAD","2B/OF",296,588,-3.06533028814263,-4.44530277182923,-7.18402796523144,-1.41038244542558,-5.22831175349842,-21.3333552241273,13.743726498026598,-6.589628726100707,"Tommy Edman","19470",669242
"Mickey Moniak ","COL","OF",251.3800048828125,483,-0.700325374492826,-7.21126894096742,-8.41557561641397,-1.87662457614478,-3.25121907277335,-21.4550135807924,13.814289106390957,-6.640724474401397,"Mickey Moniak","19956",666160
"Brooks Lee ","MIN","2B/3B/SS",316.3800048828125,602,-2.25505496847945,-4.05016474766663,-6.77351208150393,-4.20783522974079,-4.5692808599234,-21.8558478873142,13.937934068046204,-6.917913819267998,"Brooks Lee","31595",686797
"Colton Cowser ","BAL","OF",249.6199951171875,553,-7.44517790360367,-5.23557882015443,-6.77351208150393,-0.0116560532679801,-2.59218817919832,-22.0581130377283,13.814289106390957,-7.243823931337376,"Colton Cowser","29591",681297
"Miguel Vargas ","CHW","1B/3B",284.7699890136719,616,-6.45967425080343,-3.65502672350404,-4.72093266286638,-2.80910883758319,-3.91024996634837,-21.5549924411054,13.100398860445114,-7.454593580660287,"Miguel Vargas","20178",678246
"Josh Lowe ","TBR","OF",271.8500061035156,504,-2.86832015894737,-8.00154498929262,-9.23660738386899,3.71828099248563,-5.88734264707344,-22.2755341866968,13.814289106390957,-7.4612450803058366,"Josh Lowe","19953",666139
"Josh Jung ","TEX","3B",326.9200134277344,560,-2.21128752329228,-4.05016474766663,-8.82609150014148,-3.74159309902159,-3.25121907277335,-22.0803559428953,13.100398860445114,-7.97995708245022,"Josh Jung","26299",673962
"Trent Grisham ","NYY","OF",262.1499938964844,560,-9.65698543392778,-7.60640696513002,-2.66835324422882,-3.27535096830239,-0.615095498473253,-23.8221921100623,13.814289106390957,-9.0079030036713,"Trent Grisham","18564",663757
"Jorge Soler ","LAA","OF/DH",399.5400085449219,560,-8.10214258823516,-3.65502672350404,-6.77351208150393,-5.60656162189839,0.0439353951017714,-24.0933076200398,13.814289106390957,-9.279018513648799,"Jorge Soler","14221",624585
"Triston Casas ","BOS","1B",341.69000244140625,518,-4.31366511547786,-5.23557882015443,-8.00505973268646,-5.14031949117919,-1.27412639204828,-23.9687495515462,13.603923500163452,-9.364826051382767,"Triston Casas","22514",671213
"J.T. Realmuto ",,"C",223.6199951171875,493,-3.0873159372716,-9.58209708594301,-12.1102185699616,-3.27535096830239,-7.20540443422349,-35.2603869957021,24.78789805156883,-9.472488944133232,"J.T. Realmuto","11739",592663
"Lenyn Sosa ","CHW","1B/2B",261.4599914550781,553,-1.70761082335127,-5.23557882015443,-9.6471232675965,-4.67407736045999,-3.25121907277335,-24.5156093443355,13.743726498026598,-9.77188284630894,"Lenyn Sosa","22896",672820
"Addison Barger ","TOR","3B/OF",192.77000427246094,525,-2.8245074130778,-5.23557882015443,-8.41557561641397,-4.20783522974079,-3.25121907277335,-23.9347161521603,13.100398860445114,-9.834317291715232,"Addison Barger","24598",680718
"Matt Wallner ","MIN","OF",331.6199951171875,497,-6.8758613610525,-4.84044079599183,-8.00505973268646,-3.74159309902159,-1.27412639204828,-24.7370813808006,13.814289106390957,-9.922792274409693,"Matt Wallner","26466",670242
"Ryan O'Hearn ",,"1B/OF/DH",299.2300109863281,518,1.24869628197868,-6.81613091680482,-9.23660738386899,-4.67407736045999,-5.88734264707344,-25.3654620262286,13.814289106390957,-10.551172919837615,"Ryan O'Hearn","16442",656811
"Chase Meidroth ","CHW","2B/SS",343.4599914550781,595,-0.152790627999854,-12.7432012792438,-3.89990089541135,0.920828208170422,-9.84152800852359,-25.7165926030082,13.937934068046204,-10.77865853496197,"Chase Meidroth","31580",805367
"Jeff McNeil ","NYM","2B/OF",432.9200134277344,581,0.438488913339092,-6.81613091680482,-7.59454384895895,-4.20783522974079,-7.86443532779852,-26.044456409964,13.743726498026598,-11.300729911937388,"Jeff McNeil","15362",643446
"Chandler Simpson ","TBR","OF",150.22999572753906,441,5.32185467635277,-17.0897195450324,-12.9312503374166,13.5093657375889,-15.1137751571238,-26.3035246256311,13.814289106390957,-11.48923551924017,"Chandler Simpson","31912",802415
"Sal Frelick ","MIL","OF",187.22999572753906,539,2.51885820605451,-10.3723731342682,-9.6471232675965,1.38707033888962,-10.5005589020986,-26.6141267590192,13.814289106390957,-11.79983765262824,"Sal Frelick","29622",686217
"Kyle Teel ","CHW","C",194.14999389648438,473,-2.62747463354134,-13.1383393034064,-10.878670918779,-3.27535096830239,-7.86443532779852,-37.7842711518277,24.78789805156883,-11.996373100258852,"Kyle Teel","33549",691019
"Logan O'Hoppe ","LAA","C",257.1499938964844,459,-6.56928539167153,-9.58209708594301,-13.7522821048716,-4.67407736045999,-3.25121907277335,-37.8289610157195,24.78789805156883,-12.041062964150665,"Logan O'Hoppe","24729",681351
"Bo Naylor ","CLE","C",366.0799865722656,474,-8.6934900805977,-9.58209708594301,-11.6997026862341,-3.74159309902159,-4.5692808599234,-38.2861638117198,24.78789805156883,-12.49826576015093,"Bo Naylor","21865",666310
"Ke'Bryan Hayes ","CIN","3B",469.8500061035156,616,-2.82441681171302,-7.21126894096742,-8.00505973268646,-0.477898183987181,-8.52346622137354,-27.0421098907276,13.100398860445114,-12.941711030282509,"Ke'Bryan Hayes","18577",663647
"Marcelo Mayer ","BOS","3B",373.5400085449219,539,-2.29891301503141,-6.81613091680482,-9.23660738386899,-3.27535096830239,-5.88734264707344,-27.5143449310811,13.100398860445114,-13.413946070635946,"Marcelo Mayer","29668",691785
"Harrison Bader ",,"OF",309.5400085449219,525,-3.8756509084882,-8.79182103761781,-10.057639151324,0.920828208170422,-6.54637354064847,-28.3506564299081,13.814289106390957,-13.536367323517121,"Harrison Bader","18030",664056
"Nolan Arenado ","STL","3B",428.9200134277344,539,-2.18941512586929,-5.63071684431703,-10.057639151324,-4.67407736045999,-5.22831175349842,-27.7801602354687,13.100398860445114,-13.67976137502363,"Nolan Arenado","9777",571448
"Edgar Quero ","CHW","C/DH",328.6199951171875,480,-0.0652783879667077,-11.9529252309186,-13.7522821048716,-5.14031949117919,-9.18249711494856,-40.0933023298847,24.78789805156883,-14.305404278315857,"Edgar Quero","28022",700337
"Isaac Paredes ","HOU","3B",215.4600067138672,455,-2.75889022080884,-8.00154498929262,-9.23660738386899,-5.60656162189839,-3.25121907277335,-28.8548232886422,13.100398860445114,-14.754424428197082,"Isaac Paredes","20036",670623
"Freddy Fermin ","SDP","C",415.69000244140625,480,-2.51795409403803,-11.557787206756,-13.3417662211441,-4.67407736045999,-8.52346622137354,-40.6150511037717,24.78789805156883,-14.827153052202839,"Freddy Fermin","21840",666023
"Jake Cronenworth ","SDP","2B",407,623,-6.98524599850863,-6.02585486847963,-6.77351208150393,-3.74159309902159,-6.54637354064847,-30.0725795881622,13.743726498026598,-15.328853090135642,"Jake Cronenworth","18036",630105
"Victor Scott II ","STL","OF",346.2300109863281,560,-8.40871855761613,-12.3480632550812,-9.23660738386899,10.2456708225544,-10.5005589020986,-30.2482772761105,13.814289106390957,-15.433988169719534,"Victor Scott II","31349",687363
"Paul Goldschmidt ",,"1B",529.6900024414062,504,-0.59082748533071,-9.18695906178041,-9.6471232675965,-3.74159309902159,-7.20540443422349,-30.3719073479527,13.603923500163452,-15.767983847789257,"Paul Goldschmidt","9218",502671
"Anthony Volpe ","NYY","SS",320.0799865722656,490,-6.19697897831562,-9.97723511010561,-10.4681550350515,2.31955460032803,-6.54637354064847,-30.8691880637932,13.937934068046204,-15.931253995746992,"Anthony Volpe","27647",683011
"Lars Nootbaar ","STL","OF",388.2300109863281,511,-2.91213290481693,-9.97723511010561,-9.23660738386899,-2.80910883758319,-5.88734264707344,-30.8224268834482,13.814289106390957,-16.008137777057215,"Lars Nootbaar","21454",663457
"Gavin Sheets ","SDP","OF/DH",365.30999755859375,518,-3.80996576519565,-7.21126894096742,-10.057639151324,-4.67407736045999,-5.22831175349842,-30.9812629714455,13.814289106390957,-16.166973865054544,"Gavin Sheets","19901",657757
"Willi Castro ",,"2B/3B/OF",383,574,-7.07287149024776,-9.18695906178041,-8.00505973268646,0.920828208170422,-7.86443532779852,-31.2084974043427,13.743726498026598,-16.46477090631613,"Willi Castro","17338",650489
"Max Muncy ","LAD","3B",261.69000244140625,469,-7.29198052027797,-7.21126894096742,-8.82609150014148,-4.67407736045999,-2.59218817919832,-30.5956065010452,13.100398860445114,-16.49520764060007,"Max Muncy","13301",571970
"Austin Hays ",,"OF/DH",409.69000244140625,532,-4.9267944038986,-6.81613091680482,-10.057639151324,-3.27535096830239,-6.54637354064847,-31.6222889809783,13.814289106390957,-16.807999874587335,"Austin Hays","19363",669720
"J.P. Crawford ","SEA","SS",386.1499938964844,637,-5.64939893114025,-8.79182103761781,-5.5419644303214,-3.27535096830239,-8.52346622137354,-31.7820015887554,13.937934068046204,-16.84406752070919,"J.P. Crawford","15491",641487
"Andrew Benintendi ","CHW","OF/DH",410.7699890136719,504,-1.46678794828644,-8.39668301345522,-11.2891868025065,-4.67407736045999,-5.88734264707344,-31.7140777717816,13.814289106390957,-16.899788665390687,"Andrew Benintendi","17901",643217
"Colt Keith ","DET","2B/3B/DH",312.6199951171875,469,0.10990464448796,-11.9529252309186,-9.23660738386899,-4.20783522974079,-6.54637354064847,-31.8338367406889,13.743726498026598,-17.0901102426623,"Colt Keith","27899",690993
"Nick Gonzales ","PIT","2B",478.8500061035156,546,0.416571215233712,-8.39668301345522,-10.4681550350515,-4.20783522974079,-9.18249711494856,-31.8385991779624,13.743726498026598,-17.094872679935786,"Nick Gonzales","27490",693304
"Dillon Dingler ","DET","C",215.6199951171875,435,-3.04357114242562,-11.9529252309186,-14.5733138723266,-5.60656162189839,-7.86443532779852,-43.0408071953678,24.78789805156883,-17.25290914379895,"Dillon Dingler","27464",693307
"Brandon Marsh ","PHI","OF",351.0799865722656,490,-2.12377528325913,-9.97723511010561,-10.878670918779,-1.41038244542558,-7.86443532779852,-32.2544990853679,13.814289106390957,-17.440209978976924,"Brandon Marsh","20202",669016
"Jesús Sánchez ","HOU","OF",317.3800048828125,427,-1.97053259925104,-10.3723731342682,-12.5207344536891,-1.87662457614478,-5.88734264707344,-32.6276074104266,13.814289106390957,-17.813318304035604,"Jesus Sanchez","19913",660821
"Joc Pederson ","TEX","DH",544.6199951171875,434,-3.81005636656043,-8.39668301345522,-11.2891868025065,-4.67407736045999,-3.91024996634837,-32.0802535093306,13.100398860445114,-17.979854648885446,"Joc Pederson","11899",592626
"Jared Triolo ","PIT","1B/3B/SS",412.8500061035156,574,-4.88298165802903,-11.1626491825934,-7.59454384895895,0.454586077451221,-9.84152800852359,-33.0271166206538,13.937934068046204,-18.08918255260755,"Jared Triolo","25807",669707
"Chase DeLauter ","CLE","OF",999,511,-2.23325052208005,-8.39668301345522,-10.4681550350515,-4.67407736045999,-7.20540443422349,-32.9775703652703,13.814289106390957,-18.16328125887932,"Chase DeLauter","32127",800050
"Brett Baty ","NYM","2B/3B",253.6199951171875,455,-2.73697252270346,-9.18695906178041,-12.1102185699616,-3.74159309902159,-5.22831175349842,-33.0040550069654,13.743726498026598,-18.26032850893886,"Brett Baty","26123",683146
"Brayan Rocchio ","CLE","2B/SS",435.9200134277344,539,-4.51072054535551,-10.3723731342682,-9.6471232675965,0.454586077451221,-9.18249711494856,-33.2581279847176,13.937934068046204,-18.320193916671368,"Brayan Rocchio","23690",677587
"Kazuma Okamoto ",,"1B/3B",321.4599914550781,441,-1.773431868691,-9.58209708594301,-11.6997026862341,-5.14031949117919,-4.5692808599234,-32.7648319919706,13.100398860445114,-18.664433131525538,"Kazuma Okamoto","sa3063134",
"Evan Carter ","TEX","OF",317.7699890136719,462,-3.45964500096871,-11.9529252309186,-12.1102185699616,1.85331246960882,-7.86443532779852,-33.5339116600386,13.814289106390957,-18.719622553647614,"Evan Carter","27790",694497
"Spencer Horwitz ","PIT","1B",356.8500061035156,490,0.460293359738491,-9.97723511010561,-10.4681550350515,-5.14031949117919,-8.52346622137354,-33.6488824979714,13.603923500163452,-19.044958997807928,"Spencer Horwitz","26477",687462
"Moisés Ballesteros ","CHC","C/1B/DH",367.69000244140625,397,0.942007060891732,-14.3237533758942,-16.6258932909642,-5.14031949117919,-9.84152800852359,-44.9894871056694,24.78789805156883,-19.2015890541006,"Moises Ballesteros","28820",694208
"Connor Norby ","MIA","3B",335.2300109863281,504,-4.51074319569671,-9.97723511010561,-10.878670918779,-1.41038244542558,-6.54637354064847,-33.3234052106554,13.100398860445114,-19.223006350210298,"Connor Norby","29592",681393
"Carter Jensen ","KCR","C/DH",999,381,-2.34286166294815,-14.7188914000568,-15.3943456397817,-4.20783522974079,-8.52346622137354,-45.1874001539009,24.78789805156883,-19.3995021023321,"Carter Jensen","29478",695600
"Rhys Hoskins ",,"1B",442.69000244140625,490,-7.62042888708192,-8.00154498929262,-10.4681550350515,-4.67407736045999,-3.25121907277335,-34.0154253446594,13.603923500163452,-19.41150184449595,"Rhys Hoskins","16472",656555
"Wenceel Pérez ","DET","OF",423.2300109863281,511,-4.66403118038719,-9.97723511010561,-11.6997026862341,-0.944140314706382,-7.20540443422349,-34.4905137256567,13.814289106390957,-19.676224619265778,"Wenceel Perez","22857",672761
"Tyler Stephenson ","CIN","C",242.77000427246094,432,-4.86119986197083,-12.7432012792438,-14.9838297560541,-5.14031949117919,-7.86443532779852,-45.5929857162465,24.78789805156883,-19.80508766467765,"Tyler Stephenson","17988",663886
"Jonathan India ","KCR","2B/3B/OF/DH",408.7699890136719,546,-3.2186862238567,-11.1626491825934,-8.41557561641397,-3.27535096830239,-8.52346622137354,-34.59572821254,13.743726498026598,-19.852001714513403,"Jonathan India","21523",663697
"Brady House ","WSN","3B",502.5400085449219,532,-3.98512614730912,-8.39668301345522,-12.5207344536891,-3.27535096830239,-5.88734264707344,-34.0652372298292,13.100398860445114,-19.964838369384136,"Brady House","29993",691781
"Nathan Lukes ","TOR","OF",477.0799865722656,462,2.38739731810462,-12.7432012792438,-10.4681550350515,-4.20783522974079,-9.84152800852359,-34.8733222344551,13.814289106390957,-20.059033128064133,"Nathan Lukes","18123",664770
"Jordan Lawlar ","ARI","2B/3B/SS/DH",331.9200134277344,483,-3.98519409833271,-11.1626491825934,-11.6997026862341,0.920828208170422,-9.18249711494856,-35.1092148739383,13.937934068046204,-20.17128080589211,"Jordan Lawlar","29976",691783
"Romy Gonzalez ","BOS","1B/2B",425.3800048828125,399,1.88367531748121,-12.7432012792438,-14.5733138723266,-1.41038244542558,-8.52346622137354,-35.3666885008884,13.743726498026598,-20.62296200286175,"Romy Gonzalez","21562",663853
"Dominic Canzone ","SEA","OF",337,434,-2.78078526857302,-9.58209708594301,-13.7522821048716,-4.20783522974079,-5.22831175349842,-35.5513114426269,13.814289106390957,-20.737022336235903,"Dominic Canzone","26438",686527
"Carlos Narváez ","BOS","C",303,430,-5.47437445107396,-13.533477327569,-14.9838297560541,-4.67407736045999,-7.86443532779852,-46.5301942229556,24.78789805156883,-20.742296171386783,"Carlos Narvaez","19722",665966
"Parker Meadows ","DET","OF",391.2300109863281,525,-7.83937936472376,-10.7675111584308,-9.6471232675965,0.454586077451221,-7.86443532779852,-35.6638630410984,13.814289106390957,-20.849573934707415,"Parker Meadows","23800",678009
"Patrick Bailey ","SFG","C",458.1499938964844,525,-8.38684616019315,-11.9529252309186,-13.3417662211441,-5.14031949117919,-9.18249711494856,-48.0043542183836,24.78789805156883,-22.216456166814776,"Patrick Bailey","27478",672275
"Carson Kelly ","CHC","C",330.2300109863281,386,-4.13857268438798,-14.3237533758942,-16.6258932909642,-5.14031949117919,-7.86443532779852,-48.0929741702241,24.78789805156883,-22.305076118655236,"Carson Kelly","13620",608348
"Cedric Mullins ","TBR","OF",324.6199951171875,441,-5.93423840514541,-12.7432012792438,-13.7522821048716,2.31955460032803,-7.20540443422349,-37.3155716231563,13.814289106390957,-22.50128251676533,"Cedric Mullins","17929",656775
"Max Kepler ",,"OF",538.22998046875,483,-5.12394043514104,-9.58209708594301,-12.1102185699616,-4.67407736045999,-5.88734264707344,-37.377676098579,13.814289106390957,-22.563386992188097,"Max Kepler","12144",596146
"Tyler O'Neill ","BAL","OF",381.6199951171875,406,-4.97072040147414,-10.3723731342682,-13.3417662211441,-4.20783522974079,-4.5692808599234,-37.4619758465506,13.814289106390957,-22.64768674015968,"Tyler O'Neill","15711",641933
"Brooks Baldwin ","CHW","OF",439.8500061035156,413,-1.18217497769325,-12.7432012792438,-14.5733138723266,-1.87662457614478,-7.20540443422349,-37.580719139632,13.814289106390957,-22.766430033241,"Brooks Baldwin","31394",681460
"Sean Murphy ","ATL","C",364.5400085449219,380,-7.22634067766781,-13.533477327569,-15.8048615235092,-5.60656162189839,-6.54637354064847,-48.7176146912928,24.78789805156883,-22.929716639724006,"Sean Murphy","19352",669221
"Mike Yastrzemski ","ATL","OF",480.8500061035156,462,-6.10942143760008,-10.7675111584308,-11.2891868025065,-3.74159309902159,-5.88734264707344,-37.7950551446325,13.814289106390957,-22.980766038241512,"Mike Yastrzemski","14854",573262
"Tyler Freeman ","COL","OF/DH",401.30999755859375,399,2.97860890841997,-17.0897195450324,-13.7522821048716,1.38707033888962,-11.8186206892487,-38.294943091843,13.814289106390957,-23.480653985452093,"Tyler Freeman","22532",671289
"Lourdes Gurriel Jr. ","ARI","OF",607.1500244140625,378,1.48947385636111,-12.3480632550812,-15.8048615235092,-3.27535096830239,-8.52346622137354,-38.4622681119052,13.814289106390957,-23.647979005514223,"Lourdes Gurriel Jr.","19238",666971
"Kyle Isbel ","KCR","OF",715.0800170898438,490,-2.9559230003453,-11.9529252309186,-11.6997026862341,-1.41038244542558,-10.5005589020986,-38.5194922650222,13.814289106390957,-23.705203158631196,"Kyle Isbel","21614",664728
"Luis Rengifo ",,"2B/3B",421.3800048828125,434,-1.29165021651416,-13.533477327569,-14.1627979885991,-0.477898183987181,-9.84152800852359,-39.307351725193,13.743726498026598,-24.56362522716645,"Luis Rengifo","19858",650859
"Nasim Nuñez ","WSN","2B/SS/OF",463.1499938964844,427,-5.58387234023608,-17.484857569195,-14.5733138723266,9.77942869183524,-11.8186206892487,-39.6812357791711,13.937934068046204,-24.743301711124904,"Nasim Nunez","25979",683083
"Bryce Eldridge ","SFG","1B/DH",999,469,-6.32839456558311,-9.97723511010561,-13.3417662211441,-5.14031949117919,-4.5692808599234,-39.3569962479354,13.603923500163452,-24.753072747771967,"Bryce Eldridge","33390",805811
"Trevor Larnach ","MIN","OF/DH",374.7699890136719,427,-2.56181214058999,-12.3480632550812,-13.3417662211441,-4.20783522974079,-7.20540443422349,-39.6648812807796,13.814289106390957,-24.850592174388616,"Trevor Larnach","21501",663616
"Dylan Beavers ","BAL","OF",298.0799865722656,427,-3.52537544494365,-13.1383393034064,-13.7522821048716,-0.944140314706382,-8.52346622137354,-39.8836033893016,13.814289106390957,-25.06931428291063,"Dylan Beavers","31695",687637
"Miguel Andujar ",,"3B/OF/DH",501.6199951171875,406,3.48230825870218,-12.7432012792438,-14.9838297560541,-5.14031949117919,-9.84152800852359,-39.2265702762985,13.100398860445114,-25.12617141585343,"Miguel Andujar","15878",609280
